price;price_parcela;title
R$ 4.399,00 (10% de desconto)R$ 3.959,10Selo PrimeEsta ̩ uma oferta primeem 1x no carṭo;R$ 4.399,00 em at̩ 12x de R$ 366,58 s/ juros com Ame e receba R$ 219,95 (5% de volta) R$ 4.399,00 no boleto banc��rioR$ 4.399,00 no carṭo de cr̩dito em at̩ 10x de R$ 439,90 s/ jurosR$ 3.959,10 no carṭo Americanas.com em at̩ 12x de R$ 329,92 s/ juros (10% de desconto)formas de parcelamento;iPhone Xr 64GB Preto IOS12 4G + Wi-fi C̢mera 12MP - Apple nas Lojas Americanas.com
R$ 4.399,00Selo PrimeEsta ̩ uma oferta prime10x de R$ 439,90 s/ juros;R$ 4.399,00 em at̩ 12x de R$ 366,58 s/ juros com Ame e receba R$ 219,95 (5% de volta) R$ 3.959,10 em 1x no carṭo de cr̩dito (10% de desconto)R$ 3.959,10 no carṭo Americanas.com em at̩ 12x de R$ 329,92 s/ juros (10% de desconto)formas de parcelamento;iPhone Xr 64GB Azul IOS12 4G + Wi-fi C̢mera 12MP - Apple nas Lojas Americanas.com
R$ 4.399,99 (10% de desconto)R$ 3.959,99Selo PrimeEsta ̩ uma oferta primeem 1x no carṭo;R$ 4.399,99 em at̩ 12x de R$ 366,66 s/ juros com Ame e receba R$ 220,00 (5% de volta) R$ 4.399,99 no boleto banc��rioR$ 4.399,99 no carṭo de cr̩dito em at̩ 10x de R$ 439,99 s/ jurosR$ 3.959,99 no carṭo Americanas.com em at̩ 12x de R$ 329,99 s/ juros (10% de desconto)formas de parcelamento;iPhone Xr 64GB Coral IOS12 4G + Wi-fi C̢mera 12MP - Apple nas Lojas Americanas.com
R$ 8.799,0010x de R$ 879,90 s/ juros;R$ 8.799,00 em at̩ 12x de R$ 733,25 s/ juros com Ame e receba R$ 439,95 (5% de volta) R$ 7.919,10 no boleto banc��rio (10% de desconto)R$ 7.919,10 em 1x no carṭo de cr̩dito (10% de desconto)R$ 7.919,10 em 1x no carṭo Americanas.com (10% de desconto) ou R$ 8.799,00 em at̩ 12x de R$ 733,25 s/ jurosformas de parcelamento;iPhone Xs Max Prata 256GB IOS12 4G + Wi-fi C̢mera 12MP - Apple nas Lojas Americanas.com
R$ 7.599,00Selo PrimeEsta ̩ uma oferta prime10x de R$ 759,90 s/ juros;R$ 7.599,00 em at̩ 12x de R$ 633,25 s/ juros com Ame e receba R$ 379,95 (5% de volta) R$ 6.839,10 em 1x no carṭo de cr̩dito (10% de desconto)R$ 6.839,10 no carṭo Americanas.com em at̩ 12x de R$ 569,92 s/ juros (10% de desconto)formas de parcelamento;iPhone Xs Max Cinza Espacial 256GB IOS12 4G + Wi-fi C̢mera 12MP - Apple nas Lojas Americanas.com
R$ 6.999,00Selo PrimeEsta ̩ uma oferta prime10x de R$ 699,90 s/ juros;R$ 6.999,00 em at̩ 12x de R$ 583,25 s/ juros com Ame e receba R$ 349,95 (5% de volta) R$ 6.299,10 em 1x no carṭo de cr̩dito (10% de desconto)R$ 6.299,10 no carṭo Americanas.com em at̩ 12x de R$ 524,92 s/ juros (10% de desconto)formas de parcelamento;iPhone Xs Max 64GB Cinza  Espacial IOS12 4G + Wi-fi C̢mera 12MP - Apple nas Lojas Americanas.com
R$ 6.299,00Selo PrimeEsta ̩ uma oferta prime10x de R$ 629,90 s/ juros;R$ 6.299,00 em at̩ 12x de R$ 524,91 s/ juros com Ame e receba R$ 314,95 (5% de volta) R$ 5.669,10 no carṭo Americanas.com em at̩ 12x de R$ 472,42 s/ juros (10% de desconto)formas de parcelamento;iPhone Xs 64GB Ouro IOS12 4G + Wi-fi C̢mera 12MP - Apple nas Lojas Americanas.com
R$ 1.699,0010x de R$ 169,90 s/ juros;R$ 1.699,00 em at̩ 12x de R$ 141,58 s/ juros com Ame e receba R$ 84,95 (5% de volta) R$ 1.529,10 em 1x no carṭo Americanas.com (10% de desconto) ou R$ 1.699,00 em at̩ 12x de R$ 141,58 s/ jurosformas de parcelamento;Usado: Iphone 6 Apple 128gb Dourado nas Lojas Americanas.com
R$ 2.748,99 (10% de desconto)R$ 2.474,09Selo PrimeEsta ̩ uma oferta primeem 1x no carṭo;R$ 2.748,99 em at̩ 12x de R$ 229,08 s/ juros com Ame e receba R$ 137,45 (5% de volta) R$ 2.748,99 no boleto banc��rioR$ 2.748,99 no carṭo de cr̩dito em at̩ 10x de R$ 274,89 s/ jurosR$ 2.474,09 no carṭo Americanas.com em at̩ 12x de R$ 206,17 s/ juros (10% de desconto)formas de parcelamento;iPhone 7 32GB Prateado Desbloqueado IOS 10 Wi-fi + 4G C̢mera 12MP - Apple nas Lojas Americanas.com
R$ 4.999,00 (20% de desconto)R$ 3.999,20Selo PrimeEsta ̩ uma oferta primeem 1x no carṭo;R$ 4.999,00 em at̩ 12x de R$ 416,58 s/ juros com Ame e receba R$ 249,95 (5% de volta) R$ 4.999,00 no boleto banc��rioR$ 4.999,00 no carṭo de cr̩dito em at̩ 10x de R$ 499,90 s/ jurosR$ 3.999,20 em 1x no carṭo Americanas.com (20% de desconto) ou R$ 4.999,00 em at̩ 12x de R$ 416,58 s/ jurosformas de parcelamento;Smartphone Samsung Galaxy S10 128GB Dual Chip Android Tela 6.1�۝ Octa-Core 4G C̢mera Tripla Traseira 12MP + 12MP + 16MP - Branco nas Lojas Americanas.com
R$ 5.499,00Selo PrimeEsta ̩ uma oferta prime10x de R$ 549,90 s/ juros;R$ 5.499,00 em at̩ 12x de R$ 458,25 s/ juros com Ame e receba R$ 274,95 (5% de volta) R$ 4.399,20 em 1x no carṭo de cr̩dito (20% de desconto)R$ 4.399,20 em 1x no carṭo Americanas.com (20% de desconto) ou R$ 5.499,00 em at̩ 12x de R$ 458,25 s/ jurosformas de parcelamento;Smartphone Samsung Galaxy S10+ 128GB Dual Chip Android 9.0 Tela 6.4�۝ Octa-Core 4G C̢mera Tripla Traseira 12MP + 12MP + 16MP - Branco nas Lojas Americanas.com
R$ 5.499,00 (20% de desconto)R$ 4.399,20Selo PrimeEsta ̩ uma oferta primeem 1x no carṭo;R$ 5.499,00 em at̩ 12x de R$ 458,25 s/ juros com Ame e receba R$ 274,95 (5% de volta) R$ 5.499,00 no boleto banc��rioR$ 5.499,00 no carṭo de cr̩dito em at̩ 10x de R$ 549,90 s/ jurosR$ 4.399,20 em 1x no carṭo Americanas.com (20% de desconto) ou R$ 5.499,00 em at̩ 12x de R$ 458,25 s/ jurosformas de parcelamento;Smartphone Samsung Galaxy S10+ 128GB Dual Chip Android 9.0 Tela 6.4�۝ Octa-Core 4G C̢mera Tripla Traseira 12MP + 12MP + 16MP - Preto nas Lojas Americanas.com
R$ 2.699,00Selo PrimeEsta ̩ uma oferta prime10x de R$ 269,90 s/ juros;R$ 2.699,00 em at̩ 12x de R$ 224,91 s/ juros com Ame e receba R$ 134,95 (5% de volta) R$ 2.294,15 em 1x no carṭo de cr̩dito (15% de desconto)R$ 2.699,00 no carṭo Americanas.com em at̩ 12x de R$ 224,91 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S9 Dual Chip Android 8.0 Tela 5.8"" Octa-Core 2.8GHz 128GB 4G C̢mera 12MP - Preto nas Lojas Americanas.com"
R$ 3.099,00Selo PrimeEsta ̩ uma oferta prime10x de R$ 309,90 s/ juros;R$ 3.099,00 em at̩ 12x de R$ 258,25 s/ juros com Ame e receba R$ 154,95 (5% de volta) R$ 3.099,00 no carṭo Americanas.com em at̩ 12x de R$ 258,25 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G C̢mera 12MP Dual Cam - Preto nas Lojas Americanas.com"
R$ 2.699,00 (15% de desconto)R$ 2.294,15Selo PrimeEsta ̩ uma oferta primeem 1x no carṭo;R$ 2.699,00 em at̩ 12x de R$ 224,91 s/ juros com Ame e receba R$ 134,95 (5% de volta) R$ 2.699,00 no boleto banc��rioR$ 2.699,00 no carṭo de cr̩dito em at̩ 10x de R$ 269,90 s/ jurosR$ 2.699,00 no carṭo Americanas.com em at̩ 12x de R$ 224,91 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S9 Dual Chip Android 8.0 Tela 5.8"" Octa-Core 2.8GHz 128GB 4G C̢mera 12MP - Cinza nas Lojas Americanas.com"
R$ 3.199,00Selo PrimeEsta ̩ uma oferta prime10x de R$ 319,90 s/ juros;R$ 3.199,00 em at̩ 12x de R$ 266,58 s/ juros com Ame e receba R$ 159,95 (5% de volta) R$ 3.199,00 no carṭo Americanas.com em at̩ 12x de R$ 266,58 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G C̢mera 12MP Dual Cam - Cinza nas Lojas Americanas.com"
R$ 3.469,2810x de R$ 346,92 s/ juros;R$ 3.469,28 em at̩ 12x de R$ 289,10 s/ juros com Ame e receba R$ 173,47 (5% de volta) R$ 3.469,28 no carṭo Americanas.com em at̩ 12x de R$ 289,10 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB C̢mera 12MP - Prata nas Lojas Americanas.com"
R$ 3.949,9010x de R$ 394,99 s/ juros;R$ 3.949,90 em at̩ 12x de R$ 329,15 s/ juros com Ame e receba R$ 197,50 (5% de volta) R$ 3.752,40 em 1x no carṭo de cr̩dito (5% de desconto)R$ 3.752,40 em 1x no carṭo Americanas.com (5% de desconto) ou R$ 3.949,90 em at̩ 12x de R$ 329,15 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB C̢mera 12MP - Ametista nas Lojas Americanas.com"
R$ 2.776,67Selo PrimeEsta ̩ uma oferta prime10x de R$ 277,66 s/ juros;R$ 2.776,67 em at̩ 12x de R$ 231,38 s/ juros com Ame e receba R$ 138,84 (5% de volta) R$ 2.360,16 em 1x no carṭo de cr̩dito (15% de desconto)R$ 2.776,67 no carṭo Americanas.com em at̩ 12x de R$ 231,38 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S9 Dual Chip Android 8.0 Tela 5.8"" Octa-Core 2.8GHz 128GB 4G C̢mera 12MP - Ultravioleta nas Lojas Americanas.com"
R$ 2.699,00Selo PrimeEsta ̩ uma oferta prime10x de R$ 269,90 s/ juros;R$ 2.699,00 em at̩ 12x de R$ 224,91 s/ juros com Ame e receba R$ 134,95 (5% de volta) R$ 2.294,15 em 1x no carṭo de cr̩dito (15% de desconto)R$ 2.699,00 no carṭo Americanas.com em at̩ 12x de R$ 224,91 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S9 Dual Chip Android 8.0 Tela 5.8"" Octa-Core 2.8GHz 128GB 4G C̢mera 12MP - Azul nas Lojas Americanas.com"
R$ 2.199,00 (14% de desconto)R$ 1.879,0010x de R$ 187,90 s/ juros;R$ 1.879,00 em at̩ 12x de R$ 156,58 s/ juros com Ame e receba R$ 93,95 (5% de volta) R$ 1.879,00 no carṭo Americanas.com em at̩ 12x de R$ 156,58 s/ jurosformas de parcelamento;Usado: Samsung Galaxy S9 G9600/ds 128gb Cinza Tit̢nio nas Lojas Americanas.com
R$ 3.099,00Selo PrimeEsta ̩ uma oferta prime10x de R$ 309,90 s/ juros;R$ 3.099,00 em at̩ 12x de R$ 258,25 s/ juros com Ame e receba R$ 154,95 (5% de volta) R$ 3.099,00 no carṭo Americanas.com em at̩ 12x de R$ 258,25 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G C̢mera 12MP Dual Cam - Ultravioleta nas Lojas Americanas.com"
R$ 1.399,0010x de R$ 139,90 s/ juros;R$ 1.399,00 em at̩ 12x de R$ 116,58 s/ juros com Ame e receba R$ 69,95 (5% de volta) R$ 1.399,00 no carṭo Americanas.com em at̩ 12x de R$ 116,58 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J8 64GB Dual Chip Android 8.0 Tela 6"" Octa-Core 1.8GHz  4G C̢mera 16MP F1.7 + 5MP F1.9 (Dual Cam) - Preto nas Lojas Americanas.com"
R$ 1.278,8810x de R$ 127,88 s/ juros;R$ 1.278,88 em at̩ 12x de R$ 106,57 s/ juros com Ame e receba R$ 63,95 (5% de volta) R$ 1.278,88 no carṭo Americanas.com em at̩ 12x de R$ 106,57 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J8 64GB Dual Chip Android 8.0 Tela 6"" Octa-Core 1.8GHz 4G C̢mera 16MP F1.7 + 5MP F1.9 (Dual Cam) - Prata nas Lojas Americanas.com"
R$ 1.299,99Selo PrimeEsta ̩ uma oferta prime10x de R$ 129,99 s/ juros;R$ 1.299,99 em at̩ 12x de R$ 108,33 s/ juros com Ame e receba R$ 65,00 (5% de volta) R$ 1.299,99 no carṭo Americanas.com em at̩ 12x de R$ 108,33 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J8 64GB Dual Chip Android 8.0 Tela 6"" Octa-Core 1.8GHz 4G C̢mera 16MP F1.7 + 5MP F1.9 (Dual Cam) - Violeta nas Lojas Americanas.com"
R$ 949,00Selo PrimeEsta ̩ uma oferta prime9x de R$ 105,44 s/ juros;R$ 949,00 em at̩ 12x de R$ 79,08 s/ juros com Ame e receba R$ 47,45 (5% de volta) R$ 949,00 no carṭo Americanas.com em at̩ 12x de R$ 79,08 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J6 32GB Dual Chip Android 8.0 Tela 5.6"" Octa-Core 1.6GHz 4G C̢mera 13MP com TV - Prata nas Lojas Americanas.com"
R$ 799,00Selo PrimeEsta ̩ uma oferta prime8x de R$ 99,87 s/ juros;R$ 799,00 em at̩ 12x de R$ 66,58 s/ juros com Ame e receba R$ 39,95 (5% de volta) R$ 799,00 no carṭo Americanas.com em at̩ 12x de R$ 66,58 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J6 32GB Dual Chip Android 8.0 Tela 5.6"" Octa-Core 1.6GHz 4G C̢mera 13MP com TV - Preto nas Lojas Americanas.com"
R$ 999,0010x de R$ 99,90 s/ juros;R$ 999,00 em at̩ 12x de R$ 83,25 s/ juros com Ame e receba R$ 49,95 (5% de volta) R$ 999,00 no carṭo Americanas.com em at̩ 12x de R$ 83,25 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J6 32GB Dual Chip Android 8.0 Tela 5.6"" Octa-Core 1.6GHz 4G C̢mera 13MP - Violeta nas Lojas Americanas.com"
R$ 899,00Selo PrimeEsta ̩ uma oferta prime9x de R$ 99,88 s/ juros;R$ 899,00 em at̩ 12x de R$ 74,91 s/ juros com Ame e receba R$ 44,95 (5% de volta) R$ 899,00 no carṭo Americanas.com em at̩ 12x de R$ 74,91 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J6+ 32GB Dual Chip Android Tela Infinita 6"" Quad-Core 1.4GHz 4G C̢mera 13 + 5MP (Traseira) - Prata nas Lojas Americanas.com"
R$ 1.299,0010x de R$ 129,90 s/ juros;R$ 1.299,00 em at̩ 12x de R$ 108,25 s/ juros com Ame e receba R$ 64,95 (5% de volta) R$ 1.299,00 no carṭo Americanas.com em at̩ 12x de R$ 108,25 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J6+ 32GB Dual Chip Android Tela Infinita 6"" Quad-Core 1.4GHz 4G C̢mera 13 + 5MP (Traseira) - Vermelho nas Lojas Americanas.com"
R$ 749,00Selo PrimeEsta ̩ uma oferta prime7x de R$ 107,00 s/ juros;R$ 749,00 em at̩ 12x de R$ 62,41 s/ juros com Ame e receba R$ 37,45 (5% de volta) R$ 749,00 no carṭo Americanas.com em at̩ 12x de R$ 62,41 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J4+ 32GB Dual Chip Android Tela Infinita 6"" Quad-Core 1.4GHz 4G C̢mera 13MP - Cobre nas Lojas Americanas.com"
R$ 749,00Selo PrimeEsta ̩ uma oferta prime7x de R$ 107,00 s/ juros;R$ 749,00 em at̩ 12x de R$ 62,41 s/ juros com Ame e receba R$ 37,45 (5% de volta) R$ 749,00 no carṭo Americanas.com em at̩ 12x de R$ 62,41 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J4+ 32GB Dual Chip Android Tela Infinita 6"" Quad-Core 1.4GHz 4G C̢mera 13MP - Preto nas Lojas Americanas.com"
R$ 749,00Selo PrimeEsta ̩ uma oferta prime7x de R$ 107,00 s/ juros;R$ 749,00 em at̩ 12x de R$ 62,41 s/ juros com Ame e receba R$ 37,45 (5% de volta) R$ 659,12 em 1x no carṭo de cr̩dito (12% de desconto)R$ 749,00 no carṭo Americanas.com em at̩ 12x de R$ 62,41 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J5 Prime Dual Chip Android 6.0 Tela 5"" Quad-Core 1.4 GHz 32GB 4G Wi-Fi C̢mera 13MP com Leitor de Digital - Rosa nas Lojas Americanas.com"
R$ 899,00Selo PrimeEsta ̩ uma oferta prime9x de R$ 99,88 s/ juros;R$ 899,00 em at̩ 12x de R$ 74,91 s/ juros com Ame e receba R$ 44,95 (5% de volta) R$ 899,00 no carṭo Americanas.com em at̩ 12x de R$ 74,91 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J6+ 32GB Dual Chip Android Tela Infinita 6"" Quad-Core 1.4GHz 4G C̢mera 13 + 5MP (Traseira) - Preto nas Lojas Americanas.com"
R$ 749,00Selo PrimeEsta ̩ uma oferta prime7x de R$ 107,00 s/ juros;R$ 749,00 em at̩ 12x de R$ 62,41 s/ juros com Ame e receba R$ 37,45 (5% de volta) R$ 749,00 no carṭo Americanas.com em at̩ 12x de R$ 62,41 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J4+ 32GB Dual Chip Android Tela Infinita 6"" Quad-Core 1.4GHz 4G C̢mera 13MP - Rosa nas Lojas Americanas.com"
R$ 776,67Selo PrimeEsta ̩ uma oferta prime7x de R$ 110,95 s/ juros;R$ 776,67 em at̩ 12x de R$ 64,72 s/ juros com Ame e receba R$ 38,84 (5% de volta) R$ 776,67 no carṭo Americanas.com em at̩ 12x de R$ 64,72 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J4 32GB Dual Chip Android 8.0 Tela 5.5"" Quad-Core 1.4GHz 4G C̢mera 13MP - Preto nas Lojas Americanas.com"
R$ 647,99Selo PrimeEsta ̩ uma oferta prime6x de R$ 107,99 s/ juros;R$ 647,99 em at̩ 12x de R$ 53,99 s/ juros com Ame e receba R$ 32,40 (5% de volta) R$ 647,99 no carṭo Americanas.com em at̩ 12x de R$ 53,99 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J4 Core 16GB Nano Chip Android Tela 6"" Quad-Core 1.4GHz 4G C̢mera 8MP - Cobre nas Lojas Americanas.com"
R$ 699,00Selo PrimeEsta ̩ uma oferta prime7x de R$ 99,85 s/ juros;R$ 699,00 em at̩ 12x de R$ 58,25 s/ juros com Ame e receba R$ 34,95 (5% de volta) R$ 699,00 no carṭo Americanas.com em at̩ 12x de R$ 58,25 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J4 Core 16GB Nano Chip Android Tela 6"" Quad-Core 1.4GHz  4G C̢mera 8MP - Preto nas Lojas Americanas.com"
R$ 1.335,4910x de R$ 133,54 s/ juros;R$ 1.335,49 em at̩ 12x de R$ 111,29 s/ juros com Ame e receba R$ 66,78 (5% de volta) R$ 1.335,49 no carṭo Americanas.com em at̩ 12x de R$ 111,29 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J5 Prime Dual Chip Android 6.0 Tela 5"" Quad-Core 1.4 GHz 32GB 4G Wi-Fi C̢mera 13MP com Leitor de Digital - Dourado nas Lojas Americanas.com"
R$ 999,00Selo PrimeEsta ̩ uma oferta prime10x de R$ 99,90 s/ juros;R$ 999,00 em at̩ 12x de R$ 83,25 s/ juros com Ame e receba R$ 49,95 (5% de volta) R$ 999,00 no carṭo Americanas.com em at̩ 12x de R$ 83,25 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J6 64GB Dual Chip Android 8.0 Tela 5.6"" Octa-Core 1.6GHz 4G C̢mera 13MP - Violeta nas Lojas Americanas.com"
R$ 4.999,00 (20% de desconto)R$ 3.999,20Selo PrimeEsta ̩ uma oferta primeem 1x no carṭo;R$ 4.999,00 em at̩ 12x de R$ 416,58 s/ juros com Ame e receba R$ 249,95 (5% de volta) R$ 4.999,00 no boleto banc��rioR$ 4.999,00 no carṭo de cr̩dito em at̩ 10x de R$ 499,90 s/ jurosR$ 3.999,20 em 1x no carṭo Americanas.com (20% de desconto) ou R$ 4.999,00 em at̩ 12x de R$ 416,58 s/ jurosformas de parcelamento;Smartphone Samsung Galaxy S10 128GB Dual Chip Android Tela 6.1�۝ Octa-Core 4G C̢mera Tripla Traseira 12MP + 12MP + 16MP - Preto nas Lojas Americanas.com
R$ 3.099,00Selo PrimeEsta ̩ uma oferta prime10x de R$ 309,90 s/ juros;R$ 3.099,00 em at̩ 12x de R$ 258,25 s/ juros com Ame e receba R$ 154,95 (5% de volta) R$ 3.099,00 no carṭo Americanas.com em at̩ 12x de R$ 258,25 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G C̢mera 12MP Dual Cam - Azul nas Lojas Americanas.com"
R$ 3.799,00Selo PrimeEsta ̩ uma oferta prime10x de R$ 379,90 s/ juros;R$ 3.799,00 em at̩ 12x de R$ 316,58 s/ juros com Ame e receba R$ 189,95 (5% de volta) R$ 3.039,20 em 1x no carṭo de cr̩dito (20% de desconto)R$ 3.039,20 em 1x no carṭo Americanas.com (20% de desconto) ou R$ 3.799,00 em at̩ 12x de R$ 316,58 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy Note 9 128GB Nano Chip Android Tela 6.4"" Octa-Core 2.8GHz 4G C̢mera Dupla 12MP 6GB RAM + Caneta S Pen com Controle Remoto - Preto nas Lojas Americanas.com"
R$ 3.799,00 (20% de desconto)R$ 3.039,20Selo PrimeEsta ̩ uma oferta primeem 1x no carṭo;R$ 3.799,00 em at̩ 12x de R$ 316,58 s/ juros com Ame e receba R$ 189,95 (5% de volta) R$ 3.799,00 no boleto banc��rioR$ 3.799,00 no carṭo de cr̩dito em at̩ 10x de R$ 379,90 s/ jurosR$ 3.039,20 em 1x no carṭo Americanas.com (20% de desconto) ou R$ 3.799,00 em at̩ 12x de R$ 316,58 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy Note 9 128GB Nano Chip Android Tela 6.4"" Octa-Core 2.8GHz 4G C̢mera Dupla 12MP 6GB RAM + Caneta S Pen com Controle Remoto - Azul nas Lojas Americanas.com"
R$ 2.798,0010x de R$ 279,80 s/ juros;R$ 2.798,00 em at̩ 12x de R$ 233,16 s/ juros com Ame e receba R$ 139,90 (5% de volta) R$ 2.798,00 no carṭo Americanas.com em at̩ 12x de R$ 233,16 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J7 Prime 2 Dual Chip Android 7.1 Tela 5.5"" Octa-Core 1.6GHz 32GB 4G C̢mera 13MP com TV - Preto nas Lojas Americanas.com"
R$ 1.399,0010x de R$ 139,90 s/ juros;R$ 1.399,00 em at̩ 12x de R$ 116,58 s/ juros com Ame e receba R$ 69,95 (5% de volta) R$ 1.399,00 no carṭo Americanas.com em at̩ 12x de R$ 116,58 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J7 Prime Dual Chip Android Tela 5.5"" 32GB 4G C̢mera 13MP - Dourado nas Lojas Americanas.com"
R$ 1.499,9910x de R$ 149,99 s/ juros;R$ 1.499,99 em at̩ 12x de R$ 124,99 s/ juros com Ame e receba R$ 75,00 (5% de volta) R$ 1.499,99 no carṭo Americanas.com em at̩ 12x de R$ 124,99 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J7 Prime 2 Dual Chip Android 7.1 Tela 5.5"" Octa-Core 1.6GHz 32GB 4G C̢mera 13MP com TV - Dourado nas Lojas Americanas.com"
R$ 887,78 (10% de desconto)R$ 799,00Selo PrimeEsta ̩ uma oferta primeem 1x no carṭo;R$ 887,78 em at̩ 12x de R$ 73,98 s/ juros com Ame e receba R$ 44,39 (5% de volta) R$ 887,78 no boleto banc��rioR$ 887,78 no carṭo de cr̩dito em at̩ 8x de R$ 110,97 s/ jurosR$ 887,78 no carṭo Americanas.com em at̩ 12x de R$ 73,98 s/ jurosformas de parcelamento;"Smartphone Motorola Moto G6 Play Dual Chip Android Oreo - 8.0 Tela 5.7"" Octa-Core 1.4 GHz 32GB 4G C̢mera 13MP - Ouro nas Lojas Americanas.com"
R$ 887,78 (10% de desconto)R$ 799,00Selo PrimeEsta ̩ uma oferta primeem 1x no carṭo;R$ 887,78 em at̩ 12x de R$ 73,98 s/ juros com Ame e receba R$ 44,39 (5% de volta) R$ 887,78 no boleto banc��rioR$ 887,78 no carṭo de cr̩dito em at̩ 8x de R$ 110,97 s/ jurosR$ 887,78 no carṭo Americanas.com em at̩ 12x de R$ 73,98 s/ jurosformas de parcelamento;"Smartphone Motorola Moto G6 Play Dual Chip Android Oreo - 8.0 Tela 5.7"" Octa-Core 1.4 GHz 32GB 4G C̢mera 13MP - ̍ndigo nas Lojas Americanas.com"
R$ 887,78 (10% de desconto)R$ 799,00Selo PrimeEsta ̩ uma oferta primeem 1x no carṭo;R$ 887,78 em at̩ 12x de R$ 73,98 s/ juros com Ame e receba R$ 44,39 (5% de volta) R$ 887,78 no boleto banc��rioR$ 887,78 no carṭo de cr̩dito em at̩ 8x de R$ 110,97 s/ jurosR$ 887,78 no carṭo Americanas.com em at̩ 12x de R$ 73,98 s/ jurosformas de parcelamento;Moto G7  Play Ouro nas Lojas Americanas.com
R$ 1.110,00Selo PrimeEsta ̩ uma oferta prime10x de R$ 111,00 s/ juros;R$ 1.110,00 em at̩ 12x de R$ 92,50 s/ juros com Ame e receba R$ 55,50 (5% de volta) R$ 999,00 em 1x no carṭo de cr̩dito (10% de desconto)R$ 1.110,00 no carṭo Americanas.com em at̩ 12x de R$ 92,50 s/ jurosformas de parcelamento;"Smartphone Motorola Moto G7 Power 32GB Dual Chip Android Pie - 9.0 Tela 6.2"" 1.8 GHz Octa-Core 4G C̢mera 12MP - Azul Navy nas Lojas Americanas.com"
R$ 1.588,86Selo PrimeEsta ̩ uma oferta prime10x de R$ 158,88 s/ juros;R$ 1.588,86 em at̩ 12x de R$ 132,40 s/ juros com Ame e receba R$ 79,45 (5% de volta) R$ 1.588,86 no carṭo Americanas.com em at̩ 12x de R$ 132,40 s/ jurosformas de parcelamento;"Smartphone Motorola Moto G7 Plus 64GB Dual Chip Android Pie - 9.0 Tela 6.3"" 1.8 GHz Octa-Core 4G C̢mera 16MP F1.7 + 5MP F1.9 (Dual Cam) - Indigo nas Lojas Americanas.com"
R$ 1.799,0010x de R$ 179,90 s/ juros;R$ 1.799,00 em at̩ 12x de R$ 149,91 s/ juros com Ame e receba R$ 89,95 (5% de volta) R$ 1.529,15 no boleto banc��rio (15% de desconto)R$ 1.529,15 em 1x no carṭo de cr̩dito (15% de desconto)R$ 1.529,15 em 1x no carṭo Americanas.com (15% de desconto) ou R$ 1.799,00 em at̩ 12x de R$ 149,91 s/ jurosformas de parcelamento;"Smartphone Motorola Moto G7 Plus 64GB Dual Chip Android Pie - 9.0 Tela 6.3"" 1.8 GHz Octa-Core 4G C̢mera 16MP F1.7 + 5MP F1.9 (Dual Cam) - Rubi nas Lojas Americanas.com"
